seed,num_customer_requests,num_robots,num_operators,utilization_time_period,num_delivered,delivery_rate,utilization_rate,num_risks
4216,20,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.94664259 0.94439692 0.43955087 0.48625965],18
4671,30,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,0.6666666666666666,[0.95479833 0.95186077 0.44691334],16
3780,30,3,3,"['0900-1030', '0930-1100', '1030-1200']",16,0.5333333333333333,[0.92145693 0.68641936 0.49734711],10
1728,20,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,1.0,[0.93529626 0.65230095 0.50994235 0.41838924],21
1505,30,2,3,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.90535129 0.47661568],16
1206,25,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[0.94878865 0.66439819 0.45665002],24
4568,25,2,2,"['0900-1030', '1030-1200']",10,0.4,[0.94759121 0.45805236],5
8828,25,4,2,[],25,1.0,[0.93774479 0.93602694 0.93142215 0.91322989],24
1694,25,3,1,[],25,1.0,[0.87830163 0.80514096 0.87680171],33
7181,25,2,2,[],20,0.8,[0.94093057 0.96043822],16
9322,30,2,2,"['0900-1200', '1000-1100']",15,0.5,[0.93941089 0.4902979 ],12
3853,30,3,3,[],30,1.0,[0.97087814 0.94436122 0.9667315 ],17
9499,20,2,2,"['0900-1200', '1000-1100']",14,0.7,[0.9404883  0.48387989],11
5394,25,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",25,1.0,[0.93847656 0.96142775 0.45185114 0.48423485],13
1728,30,3,2,[],29,0.9666666666666667,[0.92205761 0.96268204 0.91242661],31
4342,30,4,1,[],30,1.0,[0.87570314 0.90671048 0.88223069 0.89640884],20
2319,30,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.6666666666666666,[1.         0.69539376 0.52501174 0.46610013],11
8575,30,3,1,[],30,1.0,[0.94185448 0.94292472 0.94072307],14
965,30,2,2,[],20,0.6666666666666666,[0.96195493 0.94593346],15
5503,25,2,1,"['0900-1200', '1000-1100']",14,0.56,[0.92766893 0.47214854],13
2313,20,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.96851792 0.91797368 0.47438487 0.48264308],19
5600,20,3,1,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.92367945 0.69378358 0.45292867],11
8877,20,2,3,"['0900-1200', '1000-1100']",14,0.7,[0.96819961 0.48395431],8
3285,30,3,2,[],29,0.9666666666666667,[0.89913684 0.90584231 0.9297707 ],40
908,20,3,3,[],20,1.0,[0.94670493 0.94936709 0.90961238],20
8877,25,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.96,[0.93388503 0.92976769 0.44020986 0.47376115],18
8402,30,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.5,[0.94175627 0.70490506 0.48225393],9
8895,20,2,3,"['0900-1030', '1030-1200']",10,0.5,[0.91193903 0.44715765],12
965,20,3,1,"['0900-1200', '0900-1030', '1030-1200']",20,1.0,[0.92946708 0.96228662 0.44378698],13
1164,30,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",21,0.7,[0.94930786 0.72747811 0.52331795 0.4640659 ],15
6513,20,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,1.0,[0.92531857 0.93798893 0.44138929],22
6538,25,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.94814519 0.69291449 0.52750302 0.44659641],14
6140,30,4,3,[],30,1.0,[0.94425386 0.93471274 0.9525807  0.94895956],26
4687,20,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,1.0,[0.97398439 0.7125519  0.5591697  0.45029821],12
2313,25,2,1,"['0900-1200', '1000-1100']",13,0.52,[0.94540966 0.46344419],12
5733,30,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",21,0.7,[0.96425953 0.70317083 0.5729237  0.43277519],16
1513,25,4,2,[],25,1.0,[0.97881356 0.96279163 0.94868759 0.95942465],11
3215,30,3,1,[],30,1.0,[0.91864078 0.9024795  0.92126697],21
908,30,3,2,[],30,1.0,[0.91962332 0.93439765 0.96362897],29
1173,25,3,2,"['0900-1200', '0900-1030', '1030-1200']",21,0.84,[0.94578816 0.97262005 0.45842719],13
3601,30,3,3,[],30,1.0,[0.96113602 0.97863482 1.        ],9
7198,25,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.93563082 0.72829254 0.54622871 0.45415063],10
4459,20,2,3,[],20,1.0,[0.93476515 0.95922635],16
364,30,4,3,[],30,1.0,[0.95657154 0.91515943 0.93059263 0.96521832],25
8721,20,3,3,[],20,1.0,[0.90155244 0.94933255 0.97384832],18
4668,20,2,3,"['0900-1200', '1000-1100']",14,0.7,[0.95110484 0.45120246],13
1694,30,3,1,"['0900-1030', '0930-1100', '1030-1200']",15,0.5,[0.89955947 0.65462197 0.4469599 ],23
1189,30,4,2,[],30,1.0,[0.93567193 0.9423861  0.93296323 0.89871055],31
9210,20,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.89195179 0.95892142 0.47963593 0.46933962],19
6254,20,2,2,"['0900-1200', '1000-1100']",14,0.7,[0.95516358 0.46958797],14
1719,25,3,1,[],25,1.0,[0.91054982 0.95140281 0.91385184],16
4216,25,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.96,[0.91844853 0.90439228 0.46426242 0.44642327],20
1159,20,4,3,[],20,1.0,[0.94636964 0.98627534 0.95917236 0.95827985],11
4671,30,2,1,"['0900-1200', '1000-1100']",15,0.5,[0.95731307 0.46589915],8
6254,20,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.87687781 0.90721649 0.46454206 0.47235149],17
5503,20,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.96884114 0.93289284 0.4404533  0.43280604],13
3219,25,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.96,[0.97403116 0.95737705 0.4564795  0.49132547],11
3281,30,3,1,[],30,1.0,[0.87756825 0.89330285 0.90997701],25
5655,30,3,2,[],30,1.0,[0.95988892 0.91635618 0.936641  ],29
9602,20,2,1,[],20,1.0,[0.97296454 0.95871602],9
2194,30,4,2,[],30,1.0,[0.97972167 0.96566612 0.96043019 0.97282041],13
9210,30,2,2,"['0900-1200', '1000-1100']",14,0.4666666666666667,[0.93613049 0.48222669],14
7181,30,4,2,[],30,1.0,[0.94857086 0.96307518 0.95063604 0.95646766],22
6538,20,2,2,"['0900-1200', '1000-1100']",12,0.6,[0.95021065 0.43580665],9
3215,30,3,3,"['0900-1200', '0900-1030', '1030-1200']",21,0.7,[0.96968001 0.93351064 0.4647248 ],14
1401,25,3,2,[],25,1.0,[0.94949985 0.93491539 0.96676068],20
4666,25,2,1,"['0900-1030', '1030-1200']",11,0.44,[0.95391705 0.4949635 ],5
3816,25,4,2,[],25,1.0,[0.96902227 0.95585037 0.96916201 0.93882929],14
1429,30,2,2,[],21,0.7,[0.94923858 0.95726496],15
8575,30,3,2,[],30,1.0,[0.97913769 0.98316534 0.94601827],14
7181,30,3,3,[],30,1.0,[0.9872574  0.96165569 0.91956211],21
8895,30,3,1,"['0900-1030', '0930-1100', '1030-1200']",15,0.5,[0.88638235 0.68476859 0.45160353],16
4370,30,2,2,[],21,0.7,[0.94766506 0.95146084],16
4216,20,3,1,[],20,1.0,[0.90401567 0.91567547 0.9027568 ],18
3215,20,4,2,[],20,1.0,[0.95524042 0.94084207 0.96170953 0.95997634],14
1694,30,2,3,"['0900-1200', '1000-1100']",13,0.43333333333333335,[0.90909938 0.46396045],23
6254,30,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,0.6666666666666666,[0.93281338 0.93480441 0.44859906],18
1791,20,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.97798103 0.97406101 0.45895705 0.48554183],6
1621,30,3,1,[],30,1.0,[0.86229358 0.86273839 0.85811116],29
285,25,2,3,"['0900-1030', '1030-1200']",10,0.4,[0.98593987 0.46505326],6
8402,20,2,1,"['0900-1200', '1000-1100']",14,0.7,[0.94957407 0.48423673],9
8632,30,2,2,[],20,0.6666666666666666,[0.97393484 0.94288225],13
1189,25,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[0.97376387 0.68405284 0.45192215],14
4666,20,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.97299543 0.71159594 0.44166326],5
3215,25,3,2,[],25,1.0,[0.95457268 0.96112186 0.95959805],16
912,20,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.90762734 0.90526763 0.45370188 0.45588026],14
1858,20,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.97155361 0.70096064 0.45853324],6
7875,20,4,2,[],20,1.0,[0.92624819 0.89709084 0.91819923 0.93052025],24
4475,25,2,2,"['0900-1030', '1030-1200']",10,0.4,[0.91372772 0.45054429],14
8463,30,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.8,[0.93713733 0.98765198 0.47152113 0.45991325],16
6388,25,2,1,"['0900-1200', '1000-1100']",13,0.52,[0.93669644 0.44405643],13
2520,25,3,1,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[0.87902019 0.64096349 0.45035124],19
3219,30,2,3,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.9575718  0.45704467],5
1173,25,3,3,[],25,1.0,[0.94652406 0.95948473 0.97390868],15
3780,20,3,3,"['0900-1200', '0900-1030', '1030-1200']",20,1.0,[0.96475437 0.93275398 0.44289694],10
803,20,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,1.0,[0.97297297 0.7001892  0.56354591 0.46200039],11
1728,25,3,3,"['0900-1200', '0900-1030', '1030-1200']",20,0.8,[0.96143578 0.90334572 0.4572164 ],25
7181,20,3,1,[],20,1.0,[0.92783897 0.90727064 0.9132083 ],16
7198,20,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.94077988 0.71715902 0.46098266],8
6388,30,2,1,"['0900-1200', '1000-1100']",13,0.43333333333333335,[0.93472585 0.44560233],14
8402,30,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.8,[0.96074879 0.94679763 0.49421564 0.48487778],13
309,20,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",19,0.95,[0.93405032 0.68429119 0.54160072 0.44612976],20
9395,20,2,1,[],20,1.0,[0.91439584 0.92146849],18
3601,20,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[1.         0.72246189 0.47171925],6
7617,30,4,1,[],30,1.0,[0.90516598 0.91874377 0.848      0.85484142],22
2313,20,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.96851792 0.91797368 0.47438487 0.48264308],19
5657,25,3,3,"['0900-1200', '0900-1030', '1030-1200']",20,0.8,[0.9506735  0.93331966 0.46508029],15
4370,20,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.92286392 0.73029607 0.43115578],13
1569,25,2,2,"['0900-1200', '1000-1100']",13,0.52,[0.92744861 0.47144847],15
887,30,2,2,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.97346397 0.447     ],4
463,30,3,3,"['0900-1030', '0930-1100', '1030-1200']",16,0.5333333333333333,[0.95896465 0.70525351 0.4766044 ],9
231,25,4,1,[],25,1.0,[0.81826194 0.90261239 0.81436821 0.81726712],27
3285,25,2,2,"['0900-1030', '1030-1200']",10,0.4,[0.92572843 0.44834504],16
7998,25,4,1,[],25,1.0,[0.91087881 0.92128463 0.90924441 0.91338504],17
184,30,2,1,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.91022099 0.47378208],12
9210,30,4,2,[],30,1.0,[0.89884679 0.89809524 0.93933074 0.92422469],35
2269,20,4,3,[],20,1.0,[1.         0.97295611 0.95169082 0.94864705],10
1621,20,2,3,"['0900-1030', '1030-1200']",10,0.5,[0.93722233 0.43870385],8
6363,20,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,1.0,[0.92333399 0.96030938 0.4406231 ],17
9822,30,3,2,[],30,1.0,[0.95359969 0.9444022  0.96684012],21
1125,25,2,1,"['0900-1200', '1000-1100']",14,0.56,[0.96771951 0.49825784],5
1173,30,3,3,"['0900-1200', '0900-1030', '1030-1200']",22,0.7333333333333333,[0.94602325 0.96162928 0.47962736],14
4475,20,3,3,[],20,1.0,[0.924754   0.92852859 0.89601849],26
7998,25,2,3,"['0900-1200', '1000-1100']",14,0.56,[0.95277879 0.49438202],8
3816,20,3,1,[],20,1.0,[0.91674376 0.95264653 0.90608993],12
6885,30,2,1,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.9636194  0.44678067],11
6363,20,3,2,[],20,1.0,[0.92306175 0.97318482 0.93941591],17
5233,20,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.92131809 0.99849882 0.46818393 0.43008567],19
309,30,4,2,[],30,1.0,[0.95105178 0.90809048 0.89487633 0.97222222],24
364,30,2,3,[],20,0.6666666666666666,[0.94882393 0.92468134],20
1728,25,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",21,0.84,[0.92586961 0.71442886 0.5373891  0.48390626],25
9822,20,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,1.0,[0.94240425 0.9374037  0.45746054],15
1401,20,2,1,"['0900-1030', '1030-1200']",10,0.5,[0.92985612 0.44837905],8
1159,25,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,0.8,[0.95744482 0.96052632 0.44027611],13
9499,20,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.94439692 0.9618016  0.43221706 0.47267498],17
5503,25,2,2,"['0900-1200', '1000-1100']",14,0.56,[0.93971434 0.48402447],13
1694,25,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",23,0.92,[0.88842663 0.81552358 0.43446002 0.43923903],33
4877,30,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.6666666666666666,[0.94630318 0.71318666 0.54571331 0.46030674],18
5733,25,2,2,"['0900-1200', '1000-1100']",13,0.52,[0.95598762 0.44322183],10
5657,30,2,3,"['0900-1200', '1000-1100']",15,0.5,[0.95642597 0.47026801],10
7617,30,3,2,[],30,1.0,[0.96557988 0.96845579 0.91882805],23
2319,30,2,2,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.98713381 0.48329377],5
3601,25,3,3,"['0900-1030', '0930-1100', '1030-1200']",16,0.64,[1.         0.72736262 0.43802732],5
6513,30,3,2,[],30,1.0,[0.92021179 0.93942218 0.91355003],35
1569,25,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,0.8,[0.96085123 0.92016377 0.44239585],15
887,25,2,1,"['0900-1030', '1030-1200']",10,0.4,[0.97142857 0.48240359],4
463,20,4,1,[],20,1.0,[0.87978142 0.92363261 0.90057098 0.94619909],11
6363,25,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.93647949 0.68422467 0.51914792 0.42972408],17
3752,25,2,2,"['0900-1200', '1000-1100']",14,0.56,[0.91722179 0.48165648],15
5694,25,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.9855427  0.6821717  0.55742762 0.43886352],10
1513,20,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,1.0,[0.95595211 0.70366958 0.56443241 0.4584283 ],10
7617,20,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.95755333 0.67798853 0.46906434],12
8721,30,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.8,[0.94443389 0.9290393  0.46480322 0.46639483],23
9210,20,2,3,[],20,1.0,[0.92544447 0.95121494],20
3281,30,2,1,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.93930906 0.47012069],5
3215,25,2,3,"['0900-1200', '1000-1100']",14,0.56,[0.96283591 0.47212001],8
965,25,3,1,"['0900-1030', '0930-1100', '1030-1200']",16,0.64,[0.9617422  0.74761638 0.47353735],7
803,30,4,3,[],30,1.0,[0.97424468 0.96330448 0.93157895 1.        ],18
2313,30,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.6666666666666666,[0.94700367 0.69285821 0.54094593 0.45666295],18
3281,30,2,1,[],20,0.6666666666666666,[0.93213888 0.92251448],15
285,30,3,1,"['0900-1030', '0930-1100', '1030-1200']",15,0.5,[0.952      0.68973573 0.44329694],10
9862,25,3,1,[],25,1.0,[0.92039528 0.91838249 0.92893765],19
7617,25,3,1,"['0900-1200', '0900-1030', '1030-1200']",20,0.8,[0.90869683 0.93031035 0.46272817],20
4568,30,3,3,[],30,1.0,[0.92502884 0.95705116 0.94142561],29
8463,20,2,3,"['0900-1030', '1030-1200']",10,0.5,[1.         0.44788339],2
309,20,3,1,"['0900-1200', '0900-1030', '1030-1200']",20,1.0,[0.91038835 0.90106676 0.4543893 ],20
7998,20,2,1,"['0900-1030', '1030-1200']",10,0.5,[0.97263158 0.44500201],4
4216,30,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",23,0.7666666666666667,[0.92211181 0.8989845  0.45459615 0.45469799],22
3601,20,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.96454425 0.97297297 0.48876096 0.4439554 ],7
1125,25,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,0.8,[0.96862329 0.97246929 0.44102714],12
8828,30,2,3,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.94466908 0.42862658],12
1728,20,4,3,[],20,1.0,[0.89792357 0.94497354 0.97087814 0.91668447],21
7198,30,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",22,0.7333333333333333,[0.95179829 0.73967058 0.58704225 0.44850434],10
3215,20,2,1,"['0900-1030', '1030-1200']",10,0.5,[0.93216448 0.47494369],8
5503,25,2,3,[],21,0.84,[0.94768612 0.96950933],13
5129,25,3,1,[],25,1.0,[0.93294371 0.89175845 0.89538006],24
1569,20,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",19,0.95,[0.90061162 0.692904   0.55489434 0.45716503],15
184,30,2,3,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.91022099 0.47378208],12
1189,30,3,1,"['0900-1200', '0900-1030', '1030-1200']",21,0.7,[0.91846183 0.93863854 0.46164199],18
1429,25,3,1,"['0900-1200', '0900-1030', '1030-1200']",19,0.76,[0.90961263 0.89415989 0.45556827],15
3285,30,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.6666666666666666,[0.9246988  0.63411371 0.51368131 0.42593694],23
8877,30,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.6666666666666666,[0.946579   0.70520849 0.56531873 0.44936772],10
9822,30,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.5,[0.94974874 0.69317133 0.45031205],12
1513,25,4,3,[],25,1.0,[0.97881356 0.98660346 0.94868759 0.95819039],11
4475,30,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.8,[0.84313201 0.8643544  0.44578313 0.45781539],35
7617,30,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",23,0.7666666666666667,[0.91073115 0.93267792 0.44662921 0.45453229],20
965,20,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.94341265 1.         0.4420897  0.46792787],10
3853,25,2,2,"['0900-1030', '1030-1200']",10,0.4,[0.9646483  0.46207945],7
6388,30,2,2,"['0900-1200', '1000-1100']",13,0.43333333333333335,[0.94485814 0.44966349],14
908,30,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.6666666666666666,[0.93551587 0.71066191 0.56034889 0.45593236],21
4459,25,2,1,"['0900-1200', '1000-1100']",13,0.52,[0.96105841 0.45364919],12
272,25,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",21,0.84,[0.9580759  0.69994484 0.56829132 0.44472037],11
7198,20,3,2,[],20,1.0,[0.97781948 0.95327103 0.97355036],11
7875,20,2,2,"['0900-1200', '1000-1100']",13,0.65,[0.91317125 0.45418552],19
2194,20,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.97134238 0.94796092 0.47598253 0.44469257],5
2313,20,3,2,[],20,1.0,[0.95900693 0.9389786  0.92809011],19
7067,25,2,1,"['0900-1200', '1000-1100']",15,0.6,[0.97507908 0.47672758],5
3816,25,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,0.8,[0.95412382 0.95958549 0.4408063 ],11
8632,25,2,2,"['0900-1030', '1030-1200']",10,0.4,[0.94113385 0.47301498],8
9210,25,3,3,[],25,1.0,[0.9284141  0.95391938 0.92689909],24
8463,25,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",23,0.92,[0.92720567 0.93239637 0.42786321 0.45421774],14
463,25,3,1,"['0900-1200', '0900-1030', '1030-1200']",20,0.8,[0.92941846 0.93226601 0.46673509],15
3636,25,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[0.9009901  0.74215728 0.43797087],11
6885,25,3,1,"['0900-1200', '0900-1030', '1030-1200']",20,0.8,[0.91712863 0.89983903 0.45774382],17
6140,25,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.96098439 0.67611026 0.52092024 0.45042275],12
3780,30,3,1,[],29,0.9666666666666667,[0.89416808 0.8985958  0.91653426],21
9862,30,3,2,"['0900-1030', '0930-1100', '1030-1200']",16,0.5333333333333333,[0.93102229 0.71709176 0.48930007],9
1513,25,2,3,[],21,0.84,[0.97496871 0.95749253],11
2194,25,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.96,[0.9636567  0.98552983 0.45717732 0.45487583],7
1728,20,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.91971061 0.68712029 0.43838063],15
8828,25,2,2,"['0900-1030', '1030-1200']",10,0.4,[0.93268434 0.42783153],12
1189,20,2,2,"['0900-1030', '1030-1200']",10,0.5,[0.94833068 0.46571811],7
2319,30,3,1,"['0900-1200', '0900-1030', '1030-1200']",20,0.6666666666666666,[0.9215739  0.96656665 0.47780333],14
3281,20,3,2,[],20,1.0,[0.95641971 0.95099095 0.95801938],14
1791,25,2,2,"['0900-1030', '1030-1200']",10,0.4,[0.98780259 0.45152549],2
309,30,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,0.6666666666666666,[0.91509244 0.9731405  0.44898754],19
2269,30,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.6666666666666666,[0.97636364 0.69887443 0.56750059 0.45873578],11
908,20,3,1,[],20,1.0,[0.91691483 0.86790101 0.88425144],20
1429,30,3,3,"['0900-1200', '0900-1030', '1030-1200']",21,0.7,[0.95772947 0.94673223 0.45445783],15
8828,30,3,2,"['0900-1200', '0900-1030', '1030-1200']",21,0.7,[0.94309892 0.91596639 0.45061201],21
5655,25,4,2,[],25,1.0,[0.90654673 0.93263233 0.91854518 0.95027322],26
3816,30,3,2,[],30,1.0,[0.93930339 0.95624158 0.96574982],22
2520,30,2,3,[],19,0.6333333333333333,[0.91002215 0.9248772 ],27
285,25,2,1,"['0900-1030', '1030-1200']",10,0.4,[0.98593987 0.46505326],6
4459,30,4,2,[],30,1.0,[0.94105912 0.93486513 0.94515116 0.97293447],23
4475,25,2,2,[],20,0.8,[0.92168675 0.91341579],27
4668,25,4,3,[],25,1.0,[0.96230427 0.96930451 0.96022843 0.92492782],16
309,30,4,3,[],30,1.0,[0.9601797  0.97888468 0.87629758 0.94556114],24
1858,25,3,2,"['0900-1200', '0900-1030', '1030-1200']",21,0.84,[0.96743161 0.97580495 0.4380823 ],13
5694,30,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.5,[0.98691626 0.69075699 0.46928983],10
6140,20,3,2,[],20,1.0,[0.94651856 0.96410823 0.97132142],13
7413,20,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,1.0,[0.95356314 0.71845893 0.53612735 0.42895498],11
912,25,2,2,"['0900-1200', '1000-1100']",13,0.52,[0.96092967 0.46328456],11
3853,25,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.96,[0.92980671 0.94181682 0.47529767 0.4874201 ],15
677,30,2,1,"['0900-1200', '1000-1100']",15,0.5,[0.95626262 0.49210089],8
4216,25,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,0.8,[0.94591846 0.91859737 0.43819661],18
908,25,3,2,[],25,1.0,[0.92008701 0.95917513 0.95511869],22
285,30,4,1,[],30,1.0,[0.90362577 0.91800565 0.90787589 0.93757803],24
1429,25,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.96477601 0.68827758 0.54452712 0.44270886],15
2269,30,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.6666666666666666,[0.97636364 0.69887443 0.56750059 0.45873578],11
2194,25,3,3,[],25,1.0,[0.98043151 0.97929277 0.9740519 ],8
2313,20,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.94190611 0.90815053 0.47157069 0.47127339],19
1719,30,4,1,[],30,1.0,[0.9369008  0.89165868 0.90847271 0.94064961],16
9602,30,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",22,0.7333333333333333,[0.9612711  0.70872321 0.58263399 0.49015766],8
6388,25,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[0.92754969 0.70432037 0.45670954],14
3636,30,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,0.6666666666666666,[0.95783914 0.95863386 0.43690371],15
1159,25,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.93617439 0.71773561 0.544344   0.4647248 ],11
1189,20,3,1,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.9414371  0.68621164 0.46714598],14
4568,30,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.5,[0.96065375 0.73415978 0.46151651],9
5657,30,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.8,[0.92638606 0.90124187 0.44794401 0.4784523 ],16
5503,25,2,2,[],21,0.84,[0.94768612 0.96950933],13
4687,25,2,3,"['0900-1200', '1000-1100']",14,0.56,[0.96155742 0.49958299],6
4960,20,2,3,"['0900-1200', '1000-1100']",13,0.65,[0.90113129 0.44371152],19
6513,30,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,0.6666666666666666,[0.92247292 0.95841331 0.4545206 ],24
7067,30,2,2,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.95982695 0.4716744 ],4
2269,30,2,1,[],21,0.7,[0.96874699 0.94605542],11
2319,30,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",23,0.7666666666666667,[0.94594849 0.9505814  0.42311578 0.43382133],14
3780,30,4,1,[],30,1.0,[0.89580722 0.8863848  0.92108026 0.89141856],20
4671,30,4,3,[],30,1.0,[0.96596502 0.98381016 0.95895601 0.92733371],18
6538,20,2,3,"['0900-1200', '1000-1100']",12,0.6,[0.95021065 0.43580665],9
3215,30,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.8,[0.94825356 0.94995188 0.47695616 0.49287394],16
3853,30,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.6666666666666666,[0.95716169 0.70982451 0.54432941 0.45320054],11
