seed,num_customer_requests,num_robots,num_operators,utilization_time_period,num_delivered,delivery_rate,utilization_rate,num_risks
4687,20,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,1.0,[0.97398439 0.7125519  0.55720226 0.44771694],12
1728,20,3,2,[],20,1.0,[0.90928123 0.92844991 0.92310907],24
2240,20,4,2,[],20,1.0,[0.94885789 0.90667344 0.93694218 0.96326263],17
6363,25,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,0.8,[0.9496758  0.93769172 0.43877045],17
6538,20,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,1.0,[0.94752775 0.68751926 0.5492234  0.44222135],12
6140,20,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.95256448 0.93465534 0.41680429 0.45514547],13
9862,30,2,3,[],21,0.7,[0.95782742 0.95017248],15
1694,20,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,1.0,[0.87488909 0.64802632 0.50792023 0.43620757],27
3752,30,2,1,"['0900-1200', '1000-1100']",13,0.43333333333333335,[0.9083955  0.44305658],16
3215,30,4,1,[],30,1.0,[0.91737089 0.89639223 0.90339013 0.9185254 ],21
5233,30,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",25,0.8333333333333334,[0.94406145 0.98791147 0.43999208 0.46318572],20
1728,25,2,1,"['0900-1030', '1030-1200']",10,0.4,[0.94626989 0.46951164],11
912,25,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.93073316 0.68989914 0.5749328  0.46479287],13
7067,20,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.94879202 0.97232276 0.47214878 0.44168734],14
184,20,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",19,0.95,[0.95695364 0.67942733 0.52750692 0.4530344 ],16
912,25,3,3,"['0900-1200', '0900-1030', '1030-1200']",20,0.8,[0.93512327 0.96425953 0.45933914],14
4668,25,2,2,"['0900-1200', '1000-1100']",13,0.52,[0.95676138 0.44      ],13
5655,20,3,1,"['0900-1200', '0900-1030', '1030-1200']",20,1.0,[0.91114084 0.91185113 0.44318901],20
2520,30,3,2,[],30,1.0,[0.95115505 0.9274621  0.92510766],31
1791,20,4,2,[],20,1.0,[0.96160662 0.98634167 0.98616433 0.98612297],6
1694,20,3,1,[],20,1.0,[0.84918834 0.90091291 0.83260756],26
272,30,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.6666666666666666,[0.97253328 0.71625344 0.54911809 0.4392153 ],14
3816,25,3,3,[],25,1.0,[0.94728305 0.97988446 0.95237597],14
5733,20,3,1,[],20,1.0,[0.90739109 0.88490409 0.89863742],19
803,25,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[0.96129416 0.70546182 0.47440113],10
4877,25,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.92537313 0.67648284 0.52852954 0.4581167 ],18
4342,30,2,3,[],21,0.7,[0.957397   0.93897287],17
9499,25,3,2,"['0900-1200', '0900-1030', '1030-1200']",21,0.84,[0.91947012 0.98772659 0.44337627],20
364,30,2,1,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.92073171 0.46380069],11
184,30,3,1,[],30,1.0,[0.90019048 0.88146927 0.88512151],26
3215,20,2,1,"['0900-1200', '1000-1100']",13,0.65,[0.96179467 0.44598743],8
5657,20,4,1,[],20,1.0,[0.85341468 0.91521395 0.8723109  0.85949099],15
1159,20,2,3,"['0900-1200', '1000-1100']",13,0.65,[0.95044787 0.49203049],9
309,25,2,2,"['0900-1030', '1030-1200']",10,0.4,[0.91899591 0.48376084],10
1694,30,4,2,[],30,1.0,[0.93080269 0.94595949 0.82974528 0.91241404],38
8632,25,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,0.8,[0.94025186 0.93741575 0.47298199],17
4666,20,4,1,[],20,1.0,[0.92665655 0.91251914 0.93320158 0.92383697],9
9322,25,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[0.97150997 0.6909691  0.43039843],12
7181,30,2,2,[],21,0.7,[0.94813485 0.96935408],13
5394,30,2,3,[],21,0.7,[0.96961197 0.95057034],13
4960,20,3,1,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.86726426 0.67037495 0.4306478 ],22
1125,25,3,1,"['0900-1200', '0900-1030', '1030-1200']",20,0.8,[0.95753006 0.96026767 0.43845855],12
3780,20,2,1,[],20,1.0,[0.94784209 0.94772593],10
3601,25,2,1,[],21,0.84,[0.96314741 0.96378883],6
2269,25,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",25,1.0,[0.95696586 1.         0.45568635 0.4935047 ],11
8402,20,2,3,"['0900-1200', '1000-1100']",14,0.7,[0.95518566 0.48423673],9
1791,25,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[1.         0.72121912 0.46744992],4
5657,30,2,1,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.9117533  0.45291874],10
4216,30,2,3,"['0900-1200', '1000-1100']",14,0.4666666666666667,[0.95542712 0.46254964],12
1791,30,4,2,[],30,1.0,[0.96026085 0.9548118  1.         0.96052232],16
1189,30,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.8,[0.94913928 0.91979552 0.43484699 0.48459306],22
6140,30,2,1,"['0900-1200', '1000-1100']",14,0.4666666666666667,[0.96287009 0.48169899],8
2240,25,3,2,"['0900-1200', '0900-1030', '1030-1200']",21,0.84,[0.94537815 0.96269371 0.47955056],18
1858,30,3,3,[],30,1.0,[0.9550173  0.97934978 0.94981249],17
4960,25,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.89051808 0.62390591 0.532307   0.45375428],23
8721,20,3,1,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.91366078 0.70974065 0.45536638],13
7875,25,3,2,"['0900-1200', '0900-1030', '1030-1200']",21,0.84,[0.91618726 0.96336652 0.4616587 ],23
9210,20,4,3,[],20,1.0,[0.95743287 0.91654439 0.94720812 0.93592271],19
5733,30,4,2,[],30,1.0,[0.95983522 0.95413192 0.95141095 0.95216569],20
7067,25,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",25,1.0,[0.97005712 0.95796508 0.44411326 0.48681542],14
489,20,3,1,"['0900-1200', '0900-1030', '1030-1200']",20,1.0,[0.9365899  0.90499908 0.46188341],13
6538,20,2,1,"['0900-1200', '1000-1100']",12,0.6,[0.95021065 0.43580665],9
7875,25,2,3,"['0900-1200', '1000-1100']",14,0.56,[0.95657983 0.47554784],12
5657,25,2,3,"['0900-1200', '1000-1100']",13,0.52,[0.93443976 0.47720072],14
2319,25,3,2,"['0900-1200', '0900-1030', '1030-1200']",22,0.88,[0.96382189 0.97619484 0.46003917],14
3853,25,2,3,[],20,0.8,[0.94872301 0.96195122],14
887,30,3,1,"['0900-1030', '0930-1100', '1030-1200']",16,0.5333333333333333,[0.96235521 0.7297487  0.49233627],5
8828,20,2,3,[],20,1.0,[0.91655204 0.95142522],21
5129,25,3,3,"['0900-1200', '0900-1030', '1030-1200']",20,0.8,[0.926526   0.97306258 0.44505059],17
7875,30,2,2,"['0900-1200', '1000-1100']",14,0.4666666666666667,[0.95222345 0.46399785],14
1719,25,2,3,"['0900-1200', '1000-1100']",13,0.52,[0.96068945 0.47338698],8
1791,25,3,1,"['0900-1200', '0900-1030', '1030-1200']",20,0.8,[0.95742442 0.9853957  0.45948504],8
1719,30,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",21,0.7,[0.95906801 0.72093023 0.55739738 0.47480746],12
4568,20,2,2,"['0900-1200', '1000-1100']",14,0.7,[0.96875    0.45816085],6
285,25,3,1,[],25,1.0,[0.90089921 0.91819699 0.92236231],23
8402,30,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.6666666666666666,[0.94426581 0.71272335 0.54760258 0.45928564],11
8402,30,4,2,[],30,1.0,[0.97955117 0.9600123  0.97336611 0.93212851],16
3215,25,2,1,[],21,0.84,[0.9383846  0.94554087],14
489,30,3,1,"['0900-1200', '0900-1030', '1030-1200']",20,0.6666666666666666,[0.93017664 0.90796277 0.4447723 ],13
5655,30,3,1,"['0900-1030', '0930-1100', '1030-1200']",15,0.5,[0.92354125 0.6784737  0.44282116],9
5733,25,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.94544692 0.6932698  0.54562066 0.45355464],11
1173,25,2,3,"['0900-1200', '1000-1100']",13,0.52,[0.95665841 0.45495623],11
489,30,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",21,0.7,[0.948269   0.70453281 0.57383492 0.48316626],13
9602,30,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.8,[0.94749626 0.95101041 0.46685742 0.48428358],11
1791,25,4,1,[],25,1.0,[0.94022393 0.94987725 0.97145522 0.93763611],13
3816,20,2,1,"['0900-1030', '1030-1200']",10,0.5,[0.9127684  0.44892609],8
184,30,3,3,"['0900-1200', '0900-1030', '1030-1200']",20,0.6666666666666666,[0.94785399 0.93055556 0.4668425 ],18
912,20,3,1,"['0900-1200', '0900-1030', '1030-1200']",20,1.0,[0.91826878 0.90706662 0.42507804],14
5657,25,2,3,"['0900-1030', '1030-1200']",10,0.4,[0.91485778 0.46612595],10
803,30,3,1,"['0900-1030', '0930-1100', '1030-1200']",15,0.5,[0.95946789 0.70965859 0.44850434],9
677,20,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.94673004 0.96348315 0.45799861 0.48539736],10
1159,30,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.6666666666666666,[0.92156179 0.7196738  0.54495547 0.43411318],13
8575,20,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.9612711 0.7007119 0.4728107],7
5233,20,4,1,[],20,1.0,[0.8653776  0.87143127 0.86621668 0.84375   ],17
4668,25,3,2,[],25,1.0,[0.93923341 0.94620197 0.9701067 ],18
1621,30,2,2,[],19,0.6333333333333333,[0.93388812 0.92624811],23
5129,25,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.96,[0.94570262 0.93111975 0.42609292 0.44748926],24
4370,30,2,2,"['0900-1200', '1000-1100']",14,0.4666666666666667,[0.93450582 0.48445059],13
6388,25,2,3,"['0900-1030', '1030-1200']",11,0.44,[0.95210022 0.4690022 ],10
3219,30,3,3,"['0900-1200', '0900-1030', '1030-1200']",21,0.7,[0.95683112 0.96291366 0.4898245 ],11
4370,20,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.95552515 0.9372708  0.45702226 0.47734472],16
7998,20,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,1.0,[0.96234067 0.69864048 0.56349655 0.44876847],13
4342,25,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.96,[0.90386319 0.92845039 0.43904585 0.48597485],20
2269,25,3,2,[],25,1.0,[0.97692581 0.96056623 0.97052154],12
912,20,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",19,0.95,[0.92758467 0.68830749 0.5233391  0.44876396],13
5600,20,2,1,"['0900-1200', '1000-1100']",13,0.65,[0.93084438 0.46453408],13
7875,20,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.96063787 0.68057176 0.46512245],19
1728,30,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.5,[0.94890941 0.68329718 0.46837804],19
1513,20,3,3,[],20,1.0,[0.97320969 0.95838668 0.9578196 ],10
2269,30,4,3,[],30,1.0,[0.97103387 0.9571805  0.96398892 0.96694215],16
463,25,2,3,"['0900-1200', '1000-1100']",14,0.56,[0.95443621 0.47941382],9
7198,25,2,1,[],21,0.84,[0.94385314 0.95696052],10
8402,30,4,1,[],30,1.0,[0.95296878 0.90360324 0.93254844 0.88876125],16
1206,30,2,1,"['0900-1030', '1030-1200']",11,0.36666666666666664,[0.95180723 0.4643952 ],15
4666,20,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.97139924 0.98654801 0.46294874 0.48756697],9
6885,20,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.92425346 0.9617722  0.45069856 0.47624766],17
1569,25,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.88993109 0.67474249 0.56722545 0.44223188],15
4216,30,2,1,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.94744289 0.42961285],10
4459,30,3,3,"['0900-1200', '0900-1030', '1030-1200']",20,0.6666666666666666,[0.94095203 0.94047619 0.46200992],17
2313,25,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[0.91713713 0.72509301 0.46309033],17
4877,25,3,2,[],25,1.0,[0.93865444 0.95015815 0.95308553],21
1569,25,3,1,"['0900-1200', '0900-1030', '1030-1200']",20,0.8,[0.92065019 0.88746298 0.44622035],15
1206,30,2,3,"['0900-1030', '1030-1200']",11,0.36666666666666664,[0.95180723 0.4643952 ],15
1505,30,2,2,"['0900-1200', '1000-1100']",13,0.43333333333333335,[0.93379017 0.453283  ],18
7617,25,4,1,[],25,1.0,[0.80566535 0.82523444 0.92886747 0.83059481],22
364,30,3,2,[],30,1.0,[0.95077164 0.95110484 0.93500858],24
3816,30,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.8,[0.94322593 0.97165904 0.46521186 0.48573004],14
5129,25,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.94649105 0.7002874  0.5552641  0.4698379 ],21
4687,25,4,1,[],25,1.0,[0.9111216  0.93289234 0.90051221 0.96257979],18
4666,25,3,1,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[0.96317116 0.68881939 0.46168243],5
9395,25,4,1,[],25,1.0,[0.90660274 0.87049953 0.86222463 0.85406091],19
4687,30,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.6666666666666666,[0.98570486 0.70131941 0.54518217 0.46315486],11
1173,25,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.97745388 0.66441407 0.54456809 0.46068263],12
5657,25,3,3,[],25,1.0,[0.95657154 0.94404591 0.96102339],19
6885,30,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.6666666666666666,[0.95975232 0.68395235 0.55536028 0.45222244],16
2319,20,3,3,"['0900-1200', '0900-1030', '1030-1200']",20,1.0,[0.96954933 0.9409842  0.45660522],14
4877,25,2,2,[],20,0.8,[0.95201624 0.92962829],20
463,30,2,3,"['0900-1200', '1000-1100']",14,0.4666666666666667,[0.95734108 0.48862078],9
4370,25,3,3,"['0900-1200', '0900-1030', '1030-1200']",20,0.8,[0.93362606 0.96223126 0.43897738],15
2194,30,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.8,[0.96728407 0.97306816 0.47378679 0.49685535],7
4459,30,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,0.6666666666666666,[0.94095203 0.94047619 0.46200992],17
6363,30,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.8,[0.95777262 0.92355939 0.45708325 0.44251878],18
5657,25,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.96,[0.97864805 0.91999297 0.45210068 0.47861336],17
965,20,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[1.         0.7084612  0.45387994],6
1164,25,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.96,[0.93663806 0.93029595 0.42593139 0.46656197],20
3816,20,2,2,"['0900-1200', '1000-1100']",13,0.65,[0.94045438 0.44820837],11
8721,30,3,3,"['0900-1200', '0900-1030', '1030-1200']",20,0.6666666666666666,[0.95267134 0.89704329 0.45371998],20
364,30,2,2,"['0900-1200', '1000-1100']",13,0.43333333333333335,[0.94114984 0.43008567],15
1125,30,2,2,[],21,0.7,[0.93735544 0.98792495],12
3636,20,3,1,"['0900-1200', '0900-1030', '1030-1200']",19,0.95,[0.91579732 0.92673993 0.45635176],20
9862,20,2,3,"['0900-1030', '1030-1200']",10,0.5,[0.95252876 0.44122641],7
1694,30,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",23,0.7666666666666667,[0.86556625 0.83224052 0.43461752 0.40753561],33
1159,20,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,1.0,[0.93384897 0.71465728 0.5735749  0.45042237],11
4216,30,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.6666666666666666,[0.95923913 0.68256269 0.53953543 0.46497779],18
908,25,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[0.93329228 0.67348233 0.47641073],13
8463,25,3,1,"['0900-1200', '0900-1030', '1030-1200']",21,0.84,[0.95273061 1.         0.47211763],12
7181,25,3,1,"['0900-1200', '0900-1030', '1030-1200']",21,0.84,[0.93447346 0.96366406 0.45947505],12
3601,20,2,2,"['0900-1030', '1030-1200']",11,0.55,[0.98772427 0.48719152],2
4960,20,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.9245502  0.9028219  0.45832123 0.4705414 ],25
5600,20,4,2,[],20,1.0,[0.91366032 0.96577767 0.95459013 0.94599086],15
7198,25,2,2,"['0900-1200', '1000-1100']",15,0.6,[0.97581395 0.44912125],6
3601,30,3,3,"['0900-1030', '0930-1100', '1030-1200']",16,0.5333333333333333,[0.98625212 0.74293591 0.44622471],4
4877,30,3,3,"['0900-1200', '0900-1030', '1030-1200']",20,0.6666666666666666,[0.95125609 0.92373876 0.46912092],19
3281,25,4,2,[],25,1.0,[0.9398371  0.95667079 0.95893344 0.93216448],20
1621,25,3,1,[],25,1.0,[0.87739676 0.90667046 0.86133716],25
5694,25,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.96,[0.93866933 0.9261919  0.46323883 0.48259121],14
3285,25,4,1,[],25,1.0,[0.8200144  0.77743001 0.88598388 0.81731633],29
4668,20,2,1,"['0900-1200', '1000-1100']",14,0.7,[0.94576905 0.45120246],13
6140,25,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[0.94778068 0.71822034 0.45169058],8
463,30,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",22,0.7333333333333333,[0.96201052 0.712411   0.57163467 0.46352348],13
1429,20,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.92922281 0.93529763 0.47106078 0.48619481],15
3601,25,2,3,"['0900-1200', '1000-1100']",15,0.6,[0.98178591 0.49280376],4
3215,20,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.97479893 0.91029843 0.44797994 0.48834565],13
912,25,2,1,[],20,0.8,[0.92242991 0.95143745],14
2313,25,4,1,[],25,1.0,[0.84325186 0.85629755 0.92299899 0.83725946],22
7875,20,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.96063787 0.68057176 0.46512245],19
1125,30,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,0.6666666666666666,[0.96978431 0.97459449 0.45502142],12
677,30,3,3,"['0900-1200', '0900-1030', '1030-1200']",21,0.7,[0.97566682 0.93176569 0.45987349],10
3219,20,4,3,[],20,1.0,[0.97089769 0.95122866 0.97434379 0.98549431],9
5600,30,2,1,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.93852847 0.47707344],10
1173,20,4,2,[],20,1.0,[0.97087814 0.96042216 0.98582024 0.91837101],13
1513,20,3,3,"['0900-1200', '0900-1030', '1030-1200']",20,1.0,[0.9667349  0.94527468 0.4475892 ],10
7198,20,3,1,[],20,1.0,[0.91975606 0.94840094 0.93768372],11
4342,30,2,1,[],20,0.6666666666666666,[0.93565657 0.90967801],16
1164,25,2,3,"['0900-1200', '1000-1100']",14,0.56,[0.94416341 0.4750442 ],13
1206,30,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.8,[0.93707648 0.88837369 0.44774571 0.46277033],32
6513,20,3,2,[],20,1.0,[0.92531857 0.9264983  0.93367347],22
6538,25,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",21,0.84,[0.94814519 0.71820704 0.57456189 0.45387881],14
1505,20,2,3,"['0900-1200', '1000-1100']",13,0.65,[0.92797119 0.45196872],17
8895,25,4,3,[],25,1.0,[0.94389297 0.94128275 0.98562901 0.88903642],23
3752,20,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.9370521  0.70461095 0.46207878],22
4216,20,2,2,"['0900-1030', '1030-1200']",10,0.5,[0.94561807 0.4400978 ],9
6363,20,2,1,"['0900-1200', '1000-1100']",14,0.7,[0.92351441 0.49124726],12
803,20,2,1,"['0900-1200', '1000-1100']",14,0.7,[0.95904825 0.47456493],9
7089,20,2,2,"['0900-1200', '1000-1100']",14,0.7,[0.92996947 0.48099015],15
5233,25,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.98694255 0.683478   0.51231117 0.45797863],17
1513,30,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",23,0.7666666666666667,[0.96757458 0.95159188 0.45254403 0.44737636],13
3601,30,3,1,[],30,1.0,[0.95071464 0.94100295 0.97078207],9
4475,30,2,3,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.93153571 0.43379621],11
5733,30,3,3,[],30,1.0,[0.96821827 0.95526057 0.94843827],20
3215,30,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",21,0.7,[0.95850181 0.69512195 0.57125403 0.48196721],14
7089,30,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.6666666666666666,[0.89010804 0.66316952 0.54714013 0.44811926],18
2194,30,2,3,[],21,0.7,[0.97418586 0.98759305],6
1728,20,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.91971061 0.68712029 0.43838063],15
7875,30,2,2,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.93814237 0.43743167],9
9499,30,3,3,[],30,1.0,[0.92945645 0.92412451 0.9404277 ],33
8828,20,4,3,[],20,1.0,[0.91932147 0.9372708  0.95687749 0.91752764],21
1719,25,2,3,"['0900-1030', '1030-1200']",10,0.4,[0.97304582 0.48366556],5
5657,20,3,2,[],20,1.0,[0.92096289 0.97963872 0.93443174],15
887,30,2,3,"['0900-1200', '1000-1100']",14,0.4666666666666667,[0.97376387 0.47651592],4
1858,20,4,1,[],20,1.0,[0.88466629 0.85936396 0.89156839 0.91999194],14
1505,20,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,1.0,[0.90672407 0.68511862 0.56186152 0.47738357],18
2269,25,3,1,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[0.95268426 0.7054906  0.44231545],8
4960,25,2,1,"['0900-1200', '1000-1100']",14,0.56,[0.89119858 0.46918933],22
1621,20,3,1,[],20,1.0,[0.88167939 0.89892597 0.91505398],21
912,20,2,3,[],20,1.0,[0.96893222 0.94183734],14
3281,25,3,1,"['0900-1200', '0900-1030', '1030-1200']",20,0.8,[0.92352614 0.94625967 0.44038405],14
965,25,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",21,0.84,[0.98522055 0.74647887 0.5568821  0.43822981],10
3636,30,2,3,[],20,0.6666666666666666,[0.95018203 0.93053082],20
3601,20,4,2,[],20,1.0,[0.95978552 1.         0.97492284 0.98680471],6
6363,25,2,2,"['0900-1030', '1030-1200']",10,0.4,[0.94476312 0.45317908],6
7413,20,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.96285714 0.95085066 0.42955361 0.48838503],14
4475,30,2,1,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.93153571 0.43379621],11
8895,30,3,2,[],29,0.9666666666666667,[0.90774417 0.94931774 0.92179511],36
5233,20,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.92131809 1.         0.46818393 0.43008567],19
4960,25,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[0.93423715 0.6643209  0.44402705],22
8632,30,4,2,[],30,1.0,[0.92801772 0.96314496 0.94519393 0.97608096],24
6140,30,2,3,[],20,0.6666666666666666,[0.94763871 0.95063604],16
9322,30,2,3,[],22,0.7333333333333333,[0.95126066 0.95022971],16
7198,20,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,1.0,[0.95259367 0.98595809 0.46388754],11
489,20,2,1,"['0900-1200', '1000-1100']",13,0.65,[0.93420443 0.44259206],11
9602,20,3,1,[],20,1.0,[0.9547425  0.92647059 0.95196134],11
7413,25,2,2,"['0900-1200', '1000-1100']",13,0.52,[0.95221467 0.48747153],8
4671,20,2,3,"['0900-1030', '1030-1200']",10,0.5,[0.93502599 0.47568175],8
2520,20,2,1,"['0900-1200', '1000-1100']",14,0.7,[0.89537846 0.46495704],19
6254,20,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.93555849 0.94313211 0.46454206 0.47202845],17
3281,25,4,3,[],25,1.0,[0.92866289 0.95667079 0.97429306 0.93216448],20
8463,30,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.8,[0.93713733 0.98765198 0.47152113 0.45991325],16
231,30,2,3,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.92528736 0.45998376],15
8463,30,2,3,"['0900-1200', '1000-1100']",14,0.4666666666666667,[0.96793291 0.48827   ],7
1159,20,3,1,"['0900-1200', '0900-1030', '1030-1200']",20,1.0,[0.93555646 0.92692907 0.47280179],13
8575,30,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",21,0.7,[0.94368638 0.7094345  0.54473331 0.49870033],7
231,30,2,3,"['0900-1200', '1000-1100']",13,0.43333333333333335,[0.91918295 0.44444444],19
3780,20,3,1,"['0900-1200', '0900-1030', '1030-1200']",20,1.0,[0.9585174  0.89926192 0.44289694],10
7067,25,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.96130185 0.69720741 0.54512195 0.45769119],10
9822,25,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[0.9435151  0.70413762 0.45377331],10
4342,20,2,2,"['0900-1030', '1030-1200']",10,0.5,[0.94297245 0.43843635],9
4687,25,3,3,[],25,1.0,[0.94484774 0.94472267 1.        ],18
8877,25,3,3,[],25,1.0,[0.92261905 0.97242647 0.96934685],19
1719,20,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.94840246 0.7189572  0.44768016],8
4687,20,2,1,[],20,1.0,[0.9295     0.96166167],11
9210,25,2,3,"['0900-1030', '1030-1200']",10,0.4,[0.92034314 0.466946  ],11
1189,25,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.94407399 0.71742112 0.53985932 0.45408601],18
3219,20,3,3,[],20,1.0,[0.95754409 0.97360406 0.98715669],9
1429,25,2,1,"['0900-1200', '1000-1100']",13,0.52,[0.93644896 0.4455011 ],12
1125,25,4,3,[],25,1.0,[0.96073298 0.96722964 0.96136127 0.95175357],15
1791,30,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.6666666666666666,[1.         0.70293982 0.58165096 0.45832109],6
7089,30,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",23,0.7666666666666667,[0.90991803 0.90499908 0.4759063  0.47830716],23
